,CMC,Name,Rarity,Type_x,Card Kingdom ($),TCGPlayer ($),Face to Face ($),Cardmarket (€),Cardhoarder (Event Ticket - TIX),Salt,Decks,Inclusion,Mana Cost,Text,Stats,URL
1579,2.0,Skylasher,R,Creature,0.49,0.27,0.26,0.66,0.02,0.38,2697.0,0.2,{1}{G},"FlashThis spell can’t be countered.Reach, protection from blue",2/2,https://scryfall.com/card/dgm/49/skylasher
1580,1.0,Krosan Wayfarer,C,Creature,0.35,0.17,0.11,0.14,0.04,0.0,2695.0,0.2,{G},Sacrifice Krosan Wayfarer: You may put a land card from your hand onto the battlefield.,1/1,https://scryfall.com/card/jud/123/krosan-wayfarer
1581,2.0,Juvenile Gloomwidow,C,Creature,0.49,0.42,0.55,0.19,0.03,0.0,2695.0,0.2,{G}{G},Reach(This creature can block creatures with flying.)Wither(This deals damage to creatures in the form of -1/-1 counters.),1/3,https://scryfall.com/card/shm/121/juvenile-gloomwidow
1582,2.0,Talons of Wildwood,C,Enchantment,0.35,0.08,0.11,0.08,0.03,0.0,2691.0,0.2,{1}{G},Enchant creatureEnchanted creature gets +1/+1 and has trample.(It can deal excess combat damage to the player or planeswalker it’s attacking.){2}{G}: Return Talons of Wildwood from your graveyard to your hand.,,https://scryfall.com/card/mb1/1349/talons-of-wildwood
1583,4.0,"Sachi, Daughter of Seshiro",U,Creature,0.35,0.29,0.18,0.11,0.03,0.0,2690.0,0.2,{2}{G}{G},Other Snake creatures you control get +0/+1.Shamans you control have “{T}: Add{G}{G}.”,1/3,https://scryfall.com/card/chk/238/sachi-daughter-of-seshiro
1584,3.0,Map the Wastes,C,Sorcery,0.35,0.05,0.11,0.09,0.03,0.0,2689.0,0.2,{2}{G},"Search your library for a basic land card, put it onto the battlefield tapped, then shuffle. Bolster 1.(Choose a creature with the least toughness among creatures you control and put a +1/+1 counter on it.)",,https://scryfall.com/card/mb1/1268/map-the-wastes
1585,3.0,Boon Satyr,R,Creature,0.49,0.13,0.26,0.09,0.02,0.0,2683.0,0.2,{1}{G}{G},"FlashBestow{3}{G}{G}(If you cast this card for its bestow cost, it’s an Aura spell with enchant creature. It becomes a creature again if it’s not attached to a creature.)Enchanted creature gets +4/+2.",4/2,https://scryfall.com/card/c18/132/boon-satyr
1586,5.0,Dirtcowl Wurm,R,Creature,1.79,1.39,2.2,0.56,0.03,0.0,2682.0,0.2,{4}{G},"Whenever an opponent plays a land, put a +1/+1 counter on Dirtcowl Wurm.",3/4,https://scryfall.com/card/prm/32190/dirtcowl-wurm
1587,6.0,Tuinvale Treefolk,C,Creature,0.35,0.04,,,0.03,0.0,2672.0,0.2,{5}{G},Put two +1/+1 counters on target creature.(Then exile this card. You may cast the creature later from exile.),6/5,https://scryfall.com/card/eld/180/tuinvale-treefolk-oaken-boon
1588,4.0,Gorm the Great,R,Creature,0.59,0.29,0.26,0.39,0.24,0.07,2669.0,0.2,{3}{G},"Partner with Virtus the Veiled(When this creature enters the battlefield, target player may put Virtus into their hand from their library, then shuffle.)VigilanceGorm the Great must be blocked if able, and Gorm must be blocked by two or more creatures if able.",2/7,https://scryfall.com/card/plist/171/gorm-the-great
1589,2.0,Satyr Hedonist,C,Creature,0.35,0.05,0.11,0.08,0.04,0.27,1238.0,0.2,{1}{G},"{R}, Sacrifice Satyr Hedonist: Add{R}{R}{R}.",2/1,https://scryfall.com/card/ths/174/satyr-hedonist
1590,7.0,Mossbridge Troll,R,Creature,2.49,2.07,2.2,1.62,0.02,0.18,2651.0,0.2,{5}{G}{G},"If Mossbridge Troll would be destroyed, regenerate it.Tap any number of untapped creatures you control other than Mossbridge Troll with total power 10 or greater: Mossbridge Troll gets +20/+20 until end of turn.",5/5,https://scryfall.com/card/shm/123/mossbridge-troll
1591,5.0,Gorilla Berserkers,C,Creature,0.35,0.2,0.11,0.1,,0.09,2640.0,0.2,{3}{G}{G},"Trample; rampage 2(Whenever this creature becomes blocked, it gets +2/+2 until end of turn for each creature blocking it beyond the first.)Gorilla Berserkers can’t be blocked except by three or more creatures.",2/3,https://scryfall.com/card/all/93a/gorilla-berserkers
1592,4.0,Calming Verse,C,Sorcery,0.35,0.32,0.11,0.28,0.06,0.33,2635.0,0.2,{3}{G},"Destroy all enchantments you don’t control. Then if you control an untapped land, destroy all enchantments you control.",,https://scryfall.com/card/pcy/110/calming-verse
1593,3.0,Howl of the Hunt,C,Enchantment,0.35,0.02,0.11,0.08,0.03,0.15,2634.0,0.2,{2}{G},"FlashEnchant creatureWhen Howl of the Hunt enters the battlefield, if enchanted creature is a Wolf or Werewolf, untap that creature.Enchanted creature gets +2/+2 and has vigilance.",,https://scryfall.com/card/j22/672/howl-of-the-hunt
1594,3.0,Graf Mole,U,Creature,0.35,0.07,0.18,0.11,0.03,0.05,2634.0,0.2,{2}{G},"Whenever you sacrifice a Clue, you gain 3 life.",2/4,https://scryfall.com/card/sir/197/graf-mole
1595,3.0,"Mirri, Cat Warrior",R,Creature,1.79,3.23,2.2,0.25,0.02,0.07,2631.0,0.2,{1}{G}{G},"First strike, forestwalk, vigilance(This creature deals combat damage before creatures without first strike, it can’t be blocked as long as defending player controls a Forest, and attacking doesn’t cause this creature to tap.)",2/3,https://scryfall.com/card/tpr/180/mirri-cat-warrior
1596,5.0,Reach of Branches,U,Instant,0.49,0.3,0.55,0.2,0.02,0.11,2630.0,0.2,{4}{G},"Create a 2/5 green Treefolk Shaman creature token.Whenever a Forest enters the battlefield under your control, you may return Reach of Branches from your graveyard to your hand.",,https://scryfall.com/card/mma/158/reach-of-branches
1597,1.0,Bond Beetle,C,Creature,0.35,0.16,0.11,0.19,0.03,0.0,2629.0,0.2,{G},"When Bond Beetle enters the battlefield, put a +1/+1 counter on target creature.",0/1,https://scryfall.com/card/m13/161/bond-beetle
1598,5.0,Entourage of Trest,C,Creature,0.35,0.01,0.11,0.05,0.04,0.06,2629.0,0.2,{4}{G},"When Entourage of Trest enters the battlefield, you become the monarch.Entourage of Trest can block an additional creature each combat as long as you’re the monarch.",4/4,https://scryfall.com/card/cmm/285/entourage-of-trest
1599,2.0,Epic Confrontation,C,Sorcery,0.35,0.01,0.11,0.04,0.03,0.08,2629.0,0.2,{1}{G},Target creature you control gets +1/+2 until end of turn. It fights target creature you don’t control.(Each deals damage equal to its power to the other.),,https://scryfall.com/card/bro/176/epic-confrontation
1600,1.0,Attune with Aether,C,Sorcery,0.35,0.04,0.11,0.1,0.03,0.08,2619.0,0.2,{G},"Search your library for a basic land card, reveal it, put it into your hand, then shuffle. You get{E}{E}(two energy counters).",,https://scryfall.com/card/klr/154/attune-with-aether
1601,3.0,Clear Shot,U,Instant,0.35,0.02,0.11,0.02,0.03,0.0,2609.0,0.2,{2}{G},Target creature you control gets +1/+1 until end of turn. It deals damage equal to its power to target creature you don’t control.,,https://scryfall.com/card/sir/189/clear-shot
1602,1.0,Crop Sigil,U,Enchantment,0.39,0.13,0.18,0.15,0.03,0.0,2608.0,0.2,{G},"At the beginning of your upkeep, you may mill a card.Delirium—{2}{G}, Sacrifice Crop Sigil: Return up to one target creature card and up to one target land card from your graveyard to your hand. Activate only if there are four or more card types among cards in your graveyard.",,https://scryfall.com/card/emn/153/crop-sigil
1603,2.0,Dryad Greenseeker,U,Creature,0.35,0.15,0.18,0.31,0.03,0.0,2607.0,0.2,{1}{G},"{T}: Look at the top card of your library. If it’s a land card, you may reveal it and put it into your hand.",1/3,https://scryfall.com/card/ajmp/178/dryad-greenseeker
1604,9.0,Vitalizing Wind,R,Instant,0.79,1.24,0.55,0.82,0.32,0.11,2598.0,0.2,{8}{G},Creatures you control get +7/+7 until end of turn.,,https://scryfall.com/card/pcy/133/vitalizing-wind
1605,3.0,Phantom Nantuko,R,Creature,0.49,0.19,0.26,0.17,0.02,0.56,2596.0,0.2,{2}{G},"TramplePhantom Nantuko enters the battlefield with two +1/+1 counters on it.If damage would be dealt to Phantom Nantuko, prevent that damage. Remove a +1/+1 counter from Phantom Nantuko.{T}: Put a +1/+1 counter on Phantom Nantuko.",0/0,https://scryfall.com/card/j22/706/phantom-nantuko
1606,1.0,Contortionist Troupe,U,Creature,0.35,0.03,0.18,0.08,0.03,0.0,2592.0,0.2,{X}{G},"Contortionist Troupe enters the battlefield with X +1/+1 counters on it.Coven— At the beginning of your end step, if you control three or more creatures with different powers, put a +1/+1 counter on target creature you control.",0/0,https://scryfall.com/card/dbl/178/contortionist-troupe
1607,5.0,Raised by Wolves,U,Enchantment,0.35,0.21,0.18,0.26,0.03,0.0,2591.0,0.2,{3}{G}{G},"Enchant creatureWhen Raised by Wolves enters the battlefield, create two 2/2 green Wolf creature tokens.Enchanted creature gets +1/+1 for each Wolf you control.",,https://scryfall.com/card/bng/135/raised-by-wolves
1608,4.0,Storm the Seedcore,U,Sorcery,0.35,0.07,0.18,0.15,0.03,0.02,2586.0,0.2,{2}{G}{G},Distribute four +1/+1 counters among up to four target creatures you control. Creatures you control gain vigilance and trample until end of turn.,,https://scryfall.com/card/mom/206/storm-the-seedcore
1609,2.0,Spectral Bears,U,Creature,0.35,0.24,0.18,0.23,0.04,0.05,2574.0,0.2,{1}{G},"Whenever Spectral Bears attacks, if defending player controls no black nontoken permanents, it doesn’t untap during your next untap step.",3/3,https://scryfall.com/card/me1/131/spectral-bears
1610,2.0,Swordwise Centaur,C,Creature,0.35,0.03,0.11,0.07,0.03,0.0,2568.0,0.2,{G}{G},,3/2,https://scryfall.com/card/bng/142/swordwise-centaur
1611,2.0,Llanowar Druid,C,Creature,0.35,0.28,0.11,0.19,0.04,0.63,2557.0,0.2,{1}{G},"{T}, Sacrifice Llanowar Druid: Untap all Forests.",1/2,https://scryfall.com/card/wth/133/llanowar-druid
1612,2.0,Haze of Pollen,C,Instant,0.35,0.04,0.11,0.05,0.03,0.19,2556.0,0.2,{1}{G},"Prevent all combat damage that would be dealt this turn.Cycling{3}({3}, Discard this card: Draw a card.)",,https://scryfall.com/card/akr/193/haze-of-pollen
1613,2.0,Blanchwood Prowler,C,Creature,0.35,0.03,0.11,0.07,0.03,0.0,2547.0,0.2,{1}{G},"When Blanchwood Prowler enters the battlefield, mill three cards. You may put a land card from among the cards milled this way into your hand. If you don’t, put a +1/+1 counter on Blanchwood Prowler.(To mill a card, put the top card of your library into your graveyard.)",1/1,https://scryfall.com/card/bro/172/blanchwood-prowler
1614,3.0,Orazca Frillback,C,Creature,0.35,0.02,0.11,0.07,0.04,0.33,2540.0,0.2,{2}{G},,4/2,https://scryfall.com/card/jmp/416/orazca-frillback
1615,5.0,Song of Inspiration,R,Instant,0.49,0.12,0.26,0.23,,0.11,2534.0,0.2,{3}{G}{G},Choose up to two target permanent cards in your graveyard. Roll a d20 and add the total mana value of those cards.1—14 | Return those cards to your hand.15+ | Return those cards to your hand. You gain life equal to their total mana value.,,https://scryfall.com/card/afc/42/song-of-inspiration
1616,2.0,"Syr Faren, the Hengehammer",U,Creature,0.35,0.05,0.18,0.14,0.03,0.1,2534.0,0.2,{G}{G},"Whenever Syr Faren, the Hengehammer attacks, another target attacking creature gets +X/+X until end of turn, where X is Syr Faren’s power.",2/2,https://scryfall.com/card/eld/177/syr-faren-the-hengehammer
1617,2.0,Heart Warden,C,Creature,0.35,0.2,0.11,0.14,0.04,0.0,2531.0,0.2,{1}{G},"{T}: Add{G}.{2}, Sacrifice Heart Warden: Draw a card.",1/1,https://scryfall.com/card/uds/108/heart-warden
1618,4.0,Myconid Spore Tender,C,Creature,0.35,0.06,0.11,0.13,,0.08,2530.0,0.2,{3}{G},"Infesting Spores— When Myconid Spore Tender enters the battlefield, destroy up to one target artifact or enchantment.",4/1,https://scryfall.com/card/clb/243/myconid-spore-tender
1619,5.0,Skullmulcher,U,Creature,0.35,0.13,0.18,0.17,0.02,0.33,2529.0,0.2,{4}{G},"Devour 1(As this enters the battlefield, you may sacrifice any number of creatures. This creature enters the battlefield with that many +1/+1 counters on it.)When Skullmulcher enters the battlefield, draw a card for each creature it devoured.",3/3,https://scryfall.com/card/2xm/180/skullmulcher
1620,3.0,Most Wanted,C,Enchantment,0.35,0.03,0.11,0.03,0.03,0.08,2521.0,0.2,{2}{G},"FlashEnchant creatureEnchanted creature gets +2/+1.When enchanted creature dies, create two Treasure tokens.",,https://scryfall.com/card/snc/153/most-wanted
1621,2.0,Naga Vitalist,C,Creature,0.35,0.02,0.11,0.1,0.03,0.0,2520.0,0.2,{1}{G},{T}: Add one mana of any type that a land you control could produce.,1/2,https://scryfall.com/card/j22/693/naga-vitalist
1622,6.0,Goliath Hatchery,R,Enchantment,0.49,0.18,0.26,0.16,0.02,0.13,2519.0,0.2,{4}{G}{G},"When Goliath Hatchery enters the battlefield, create two 3/3 green Phyrexian Beast creature tokens with toxic 1.(Players dealt combat damage by them also get a poison counter.)Corrupted— At the beginning of your upkeep, if an opponent has three or more poison counters, choose a creature you control, then draw cards equal to its total toxic value.",,https://scryfall.com/card/one/408/goliath-hatchery
1623,2.0,Humble Naturalist,C,Creature,0.35,0.02,0.11,0.05,0.03,0.0,2518.0,0.2,{1}{G},{T}: Add one mana of any color. Spend this mana only to cast a creature spell.,1/3,https://scryfall.com/card/iko/160/humble-naturalist
1624,9.0,Crush of Wurms,R,Sorcery,1.79,2.76,1.47,0.51,0.02,0.15,2515.0,0.2,{6}{G}{G}{G},Create three 6/6 green Wurm creature tokens.Flashback{9}{G}{G}{G}(You may cast this card from your graveyard for its flashback cost. Then exile it.),,https://scryfall.com/card/jud/110/crush-of-wurms
1625,3.0,Long Rest,R,Sorcery,0.49,0.13,0.26,0.13,0.02,0.0,2514.0,0.2,{X}{G}{G}{G},"Return X target cards with different mana values from your graveyard to your hand. If eight or more cards were returned to your hand this way, your life total becomes equal to your starting life total. Exile Long Rest.",,https://scryfall.com/card/afr/193/long-rest
1626,7.0,Hunting Pack,U,Instant,0.35,0.01,0.18,0.03,0.03,0.31,2513.0,0.2,{5}{G}{G},"Create a 4/4 green Beast creature token.Storm(When you cast this spell, copy it for each spell cast before it this turn.)",,https://scryfall.com/card/j21/587/hunting-pack
1627,5.0,Overcome,U,Sorcery,0.35,0.03,0.18,0.03,0.03,0.12,2509.0,0.2,{3}{G}{G},Creatures you control get +2/+2 and gain trample until end of turn.(They can deal excess combat damage to the player or planeswalker they’re attacking.),,https://scryfall.com/card/j22/701/overcome
1628,3.0,Appetite for the Unnatural,C,Instant,0.35,0.04,0.11,0.02,0.03,0.13,2503.0,0.2,{2}{G},Destroy target artifact or enchantment. You gain 2 life.,,https://scryfall.com/card/klr/151/appetite-for-the-unnatural
1629,3.0,Oath of the Ancient Wood,R,Enchantment,0.49,0.24,0.26,0.19,0.02,0.0,2499.0,0.2,{2}{G},"Whenever Oath of the Ancient Wood or another enchantment enters the battlefield under your control, you may put a +1/+1 counter on target creature.",,https://scryfall.com/card/m14/187/oath-of-the-ancient-wood
1630,3.0,Next of Kin,R,Enchantment,0.49,0.15,0.26,0.19,,0.14,2494.0,0.2,{2}{G},"Enchant creatureWhen enchanted creature dies, you may put a creature card you own with lesser mana value from your hand or from the command zone onto the battlefield. If you do, return Next of Kin to the battlefield attached to that creature at the beginning of the next end step.",,https://scryfall.com/card/ncc/62/next-of-kin
1631,4.0,"Sosuke, Son of Seshiro",U,Creature,0.35,0.25,0.18,0.15,0.03,0.06,2488.0,0.2,{2}{G}{G},"Other Snake creatures you control get +1/+0.Whenever a Warrior you control deals combat damage to a creature, destroy that creature at end of combat.",3/4,https://scryfall.com/card/fmb1/81/sosuke-son-of-seshiro
1632,1.0,Cloakwood Swarmkeeper,C,Creature,0.35,0.08,0.11,0.12,0.04,0.0,2488.0,0.2,{G},"Gathered Swarm— Whenever one or more tokens enter the battlefield under your control, put a +1/+1 counter on Cloakwood Swarmkeeper.",1/1,https://scryfall.com/card/clb/222/cloakwood-swarmkeeper
1633,2.0,Avatar of the Resolute,R,Creature,0.49,0.28,0.55,0.68,0.03,0.0,2486.0,0.2,{G}{G},"Reach, trampleAvatar of the Resolute enters the battlefield with a +1/+1 counter on it for each other creature you control with a +1/+1 counter on it.",3/2,https://scryfall.com/card/dtk/175/avatar-of-the-resolute
1634,3.0,"Legolas, Master Archer",R,Creature,0.49,0.19,0.26,0.27,0.02,0.35,2482.0,0.2,{1}{G}{G},"ReachWhenever you cast a spell that targets Legolas, Master Archer, put a +1/+1 counter on Legolas.Whenever you cast a spell that targets a creature you don’t control, Legolas deals damage equal to its power to up to one target creature.",1/4,https://scryfall.com/card/ltr/173/legolas-master-archer
1635,4.0,Salt Road Ambushers,U,Creature,0.39,0.19,0.55,0.19,0.03,0.29,2477.0,0.2,{3}{G},"Whenever another permanent you control is turned face up, if it’s a creature, put two +1/+1 counters on it.Megamorph{3}{G}{G}(You may cast this card face down as a 2/2 creature for{3}. Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.)",3/3,https://scryfall.com/card/dtk/198/salt-road-ambushers
1636,4.0,Primal Order,R,Enchantment,0.99,1.18,0.73,0.81,0.03,0.4,2476.0,0.2,{2}{G}{G},"At the beginning of each player’s upkeep, Primal Order deals damage to that player equal to the number of nonbasic lands they control.",,https://scryfall.com/card/me1/125/primal-order
1637,1.0,Spire Tracer,C,Creature,0.35,0.05,0.11,0.08,0.03,0.0,2472.0,0.2,{G},Spire Tracer can’t be blocked except by creatures with flying or reach.,1/1,https://scryfall.com/card/gtc/135/spire-tracer
1638,4.0,Wandering Troubadour,U,Creature,0.35,0.04,0.18,0.07,0.03,0.0,2453.0,0.2,{3}{G},"At the beginning of your end step, if you had a land enter the battlefield under your control this turn, venture into the dungeon.(Enter the first room or advance to the next room.)",4/2,https://scryfall.com/card/afr/210/wandering-troubadour
1639,4.0,Titania's Song,R,Enchantment,0.59,1.07,0.55,0.43,0.03,0.45,2445.0,0.2,{3}{G},"Each noncreature artifact loses all abilities and becomes an artifact creature with power and toughness each equal to its mana value. If Titania’s Song leaves the battlefield, this effect continues until end of turn.",,https://scryfall.com/card/me4/170/titanias-song
1640,2.0,Poison Dart Frog,C,Creature,0.39,0.25,0.11,0.1,0.01,0.0,2435.0,0.2,{1}{G},Reach{T}: Add one mana of any color.{2}: Poison Dart Frog gains deathtouch until end of turn.,1/1,https://scryfall.com/card/lci/207/poison-dart-frog
1641,5.0,Predatory Focus,U,Sorcery,0.39,0.48,0.55,0.2,0.03,0.57,2432.0,0.2,{3}{G}{G},You may have creatures you control assign their combat damage this turn as though they weren’t blocked.,,https://scryfall.com/card/gpt/92/predatory-focus
1642,1.0,Groundswell,C,Instant,0.35,0.15,0.36,0.29,0.03,0.21,2424.0,0.2,{G},"Target creature gets +2/+2 until end of turn.Landfall— If you had a land enter the battlefield under your control this turn, that creature gets +4/+4 until end of turn instead.",,https://scryfall.com/card/j22/669/groundswell
1643,4.0,Earth Surge,R,Enchantment,0.69,0.48,0.73,0.32,0.02,0.29,2423.0,0.2,{3}{G},Each land gets +2/+2 as long as it’s a creature.,,https://scryfall.com/card/gpt/84/earth-surge
1644,2.0,Nessian Hornbeetle,U,Creature,0.35,0.02,0.18,0.05,0.03,0.19,2420.0,0.2,{1}{G},"At the beginning of combat on your turn, if you control another creature with power 4 or greater, put a +1/+1 counter on Nessian Hornbeetle.",2/2,https://scryfall.com/card/j22/695/nessian-hornbeetle
1645,2.0,Ent's Fury,C,Sorcery,0.35,0.04,0.11,0.07,0.03,0.09,2420.0,0.2,{1}{G},Put a +1/+1 counter on target creature you control if its power is 4 or greater. Then that creature gets +1/+1 until end of turn and fights target creature you don’t control.,,https://scryfall.com/card/ltr/164/ents-fury
1646,4.0,Fertilid's Favor,C,Instant,0.35,0.02,0.11,0.05,0.03,0.18,2419.0,0.2,{3}{G},"Target player searches their library for a basic land card, puts it onto the battlefield tapped, then shuffles. Put two +1/+1 counters on up to one target artifact or creature.",,https://scryfall.com/card/mom/186/fertilids-favor
1647,6.0,"Quickbeam, Upstart Ent",U,Creature,0.35,0.04,0.18,0.07,0.02,0.0,2419.0,0.2,{4}{G}{G},"Whenever Quickbeam, Upstart Ent or another Treefolk enters the battlefield under your control, up to two target creatures each get +2/+2 and gain trample until end of turn.",5/6,https://scryfall.com/card/ltr/183/quickbeam-upstart-ent
1648,1.0,Obscuring Aether,R,Enchantment,0.49,0.26,0.26,0.32,0.02,0.0,2418.0,0.2,{G},Face-down creature spells you cast cost{1}less to cast.{1}{G}: Turn Obscuring Aether face down.(It becomes a 2/2 creature.),,https://scryfall.com/card/dtk/194/obscuring-aether
1649,4.0,Radagast the Brown,M,Creature,0.99,0.69,0.73,1.15,0.02,0.18,2416.0,0.2,{2}{G}{G},"Whenever Radagast the Brown or another nontoken creature enters the battlefield under your control, look at the top X cards of your library, where X is that creature’s mana value. You may reveal a creature card that doesn’t share a creature type with a creature you control from among those cards and put it into your hand. Put the rest on the bottom of your library in a random order.",2/5,https://scryfall.com/card/ltr/184/radagast-the-brown
1650,7.0,"Fangorn, Tree Shepherd",R,Creature,0.49,0.19,0.26,0.19,0.02,0.2,2410.0,0.2,{4}{G}{G}{G},"Treefolk you control have vigilance.Whenever one or more Treefolk you control attack, add twice that much{G}.You don’t lose unspent green mana as steps and phases end.",4/10,https://scryfall.com/card/ltr/166/fangorn-tree-shepherd
1651,5.0,Ravenous Sailback,U,Creature,0.35,0.13,0.18,0.09,0.03,0.14,2396.0,0.2,{4}{G},"When Ravenous Sailback enters the battlefield, choose one —• Ravenous Sailback gains haste until end of turn.• Destroy target artifact or enchantment.",3/4,https://scryfall.com/card/mom/202/ravenous-sailback
1652,4.0,Wildheart Invoker,C,Creature,0.35,0.03,0.11,0.03,0.03,0.29,2382.0,0.2,{2}{G}{G},{8}: Target creature gets +5/+5 and gains trample until end of turn.,4/3,https://scryfall.com/card/cmr/263/wildheart-invoker
1653,2.0,Urban Utopia,C,Enchantment,0.35,0.09,0.11,0.12,0.03,0.08,2379.0,0.2,{1}{G},"Enchant landWhen Urban Utopia enters the battlefield, draw a card.Enchanted land has “{T}: Add one mana of any color.”",,https://scryfall.com/card/grn/146/urban-utopia
1654,2.0,Regeneration,U,Enchantment,0.35,0.04,0.11,0.02,0.03,0.2,2378.0,0.2,{1}{G},"Enchant creature(Target a creature as you cast this. This card enters the battlefield attached to that creature.){G}: Regenerate enchanted creature.(The next time that creature would be destroyed this turn, it isn’t. Instead tap it, remove all damage from it, and remove it from combat.)",,https://scryfall.com/card/30a/209/regeneration
1655,8.0,Copper Host Crusher,U,Creature,0.35,0.03,0.18,0.1,0.03,0.41,2376.0,0.2,{6}{G}{G},TrampleHexproof(This creature can’t be the target of spells or abilities your opponents control.),8/8,https://scryfall.com/card/mom/181/copper-host-crusher
1656,2.0,"Ayula, Queen Among Bears",R,Creature,0.49,0.34,0.26,0.2,0.02,0.45,2371.0,0.2,{1}{G},"Whenever another Bear enters the battlefield under your control, choose one —• Put two +1/+1 counters on target Bear.• Target Bear you control fights target creature you don’t control.",2/2,https://scryfall.com/card/j21/543/ayula-queen-among-bears
1657,5.0,Turntimber Ranger,R,Creature,0.49,0.33,0.26,0.23,0.02,0.0,2370.0,0.2,{3}{G}{G},"Whenever Turntimber Ranger or another Ally enters the battlefield under your control, you may create a 2/2 green Wolf creature token. If you do, put a +1/+1 counter on Turntimber Ranger.",2/2,https://scryfall.com/card/zen/191/turntimber-ranger
1658,7.0,Seeds of Renewal,R,Sorcery,0.49,0.1,0.26,0.17,1.49,0.27,2370.0,0.2,{6}{G},Undaunted(This spell costs{1}less to cast for each opponent.)Return up to two target cards from your graveyard to your hand. Exile Seeds of Renewal.,,https://scryfall.com/card/ltc/260/seeds-of-renewal
1659,5.0,Freelance Muscle,U,Creature,0.35,0.03,0.18,0.08,0.03,0.0,2357.0,0.2,{4}{G},"Whenever Freelance Muscle attacks or blocks, it gets +X/+X until end of turn, where X is the greatest power and/or toughness among other creatures you control.",4/4,https://scryfall.com/card/snc/147/freelance-muscle
1660,1.0,Loam Dryad,C,Creature,0.35,0.04,0.11,0.1,0.03,0.25,2350.0,0.2,{G},"{T}, Tap an untapped creature you control: Add one mana of any color.",1/2,https://scryfall.com/card/soi/216/loam-dryad
1661,4.0,Living Lands,R,Enchantment,0.49,0.33,0.26,0.47,0.03,0.66,2349.0,0.2,{3}{G},All Forests are 1/1 creatures that are still lands.,,https://scryfall.com/card/30a/205/living-lands
1662,4.0,Epic Struggle,R,Enchantment,2.99,4.46,4.05,2.66,0.03,0.25,2346.0,0.2,{2}{G}{G},"At the beginning of your upkeep, if you control twenty or more creatures, you win the game.",,https://scryfall.com/card/prm/62447/epic-struggle
1663,1.0,Slime Molding,C,Sorcery,0.35,0.06,0.11,0.08,0.03,0.0,2345.0,0.2,{X}{G},Create an X/X green Ooze creature token.,,https://scryfall.com/card/mm3/137/slime-molding
1664,4.0,Shard Convergence,U,Sorcery,0.35,0.4,0.18,0.27,0.03,0.0,2343.0,0.2,{3}{G},"Search your library for a Plains card, an Island card, a Swamp card, and a Mountain card. Reveal those cards, put them into your hand, then shuffle.",,https://scryfall.com/card/con/91/shard-convergence
1665,3.0,Thwart the Enemy,C,Instant,0.35,0.03,0.11,0.12,0.03,0.08,2339.0,0.2,{2}{G},Prevent all damage that would be dealt this turn by creatures your opponents control.,,https://scryfall.com/card/iko/173/thwart-the-enemy
1666,4.0,Gaea's Embrace,U,Enchantment,0.35,0.17,0.18,0.12,0.04,0.05,2337.0,0.2,{2}{G}{G},Enchant creatureEnchanted creature gets +3/+3 and has trample.{G}: Regenerate enchanted creature.,,https://scryfall.com/card/plist/929/gaeas-embrace
1667,2.0,Merfolk Branchwalker,U,Creature,0.35,0.16,0.26,0.21,0.03,0.0,2333.0,0.2,{1}{G},"When Merfolk Branchwalker enters the battlefield, it explores.(Reveal the top card of your library. Put that card into your hand if it’s a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)",2/1,https://scryfall.com/card/xln/197/merfolk-branchwalker
1668,4.0,Glissa Sunseeker,R,Creature,0.49,0.95,0.55,0.54,0.02,0.47,2332.0,0.2,{2}{G}{G},First strike{T}: Destroy target artifact if its mana value is equal to the amount of unspent mana you have.,3/2,https://scryfall.com/card/sld/491/glissa-sunseeker
1669,4.0,Savage Order,R,Sorcery,17.99,,18.42,19.64,,0.0,2330.0,0.2,{2}{G}{G},"As an additional cost to cast this spell, sacrifice a creature with power 4 or greater.Search your library for a Dinosaur creature card, put it onto the battlefield, then shuffle. It gains indestructible until your next turn.",,https://scryfall.com/card/rex/6/savage-order
1670,5.0,Giant Inheritance,R,Enchantment,0.49,0.18,0.26,0.22,0.33,0.11,2316.0,0.2,{4}{G},"Enchant creatureEnchanted creature gets +5/+5 and has “Whenever this creature attacks, create a Monster Role token attached to up to one target attacking creature.”(Enchanted creature gets +1/+1 and has trample.)When Giant Inheritance is put into a graveyard from the battlefield, return it to its owner’s hand.",,https://scryfall.com/card/woc/17/giant-inheritance
1671,3.0,Eccentric Farmer,C,Creature,0.35,0.02,0.11,0.09,0.03,0.0,2315.0,0.2,{2}{G},"When Eccentric Farmer enters the battlefield, mill three cards, then you may return a land card from your graveyard to your hand.(To mill a card, put the top card of your library into your graveyard.)",2/3,https://scryfall.com/card/dbl/185/eccentric-farmer
1672,4.0,Heedless One,U,Creature,0.35,0.79,0.55,0.19,0.04,0.09,2315.0,0.2,{3}{G},TrampleHeedless One’s power and toughness are each equal to the number of Elves on the battlefield.,*/*,https://scryfall.com/card/evg/7/heedless-one
1673,2.0,Orochi Sustainer,C,Creature,0.35,0.2,0.11,0.1,0.03,0.09,2315.0,0.2,{1}{G},{T}: Add{G}.,1/2,https://scryfall.com/card/chk/236/orochi-sustainer
